player,nationality,position,age,value,games,minutes,goals,assists,xg,xa,npxg,shots_total,passes,tackles,pressures
Romain SaĂŻss,ma MAR,DF,29,4000000,33,2705,2,1,2.7,0.5,2.7,23,1540,66,343
Nacho Monreal,es ESP,DF,33,3000000,3,270,0,0,0.1,0.3,0.1,1,201,4,34
Ă‰dgar Barreto,py PAR,MF,35,40000,2,90,0,0,0.0,0.0,0.0,1,33,5,19
Arturo Calabresi,it ITA,DF,23,2000000,21,1878,1,1,0.8,0.9,0.8,6,964,59,314
Kevin Bonifazi,it ITA,DF,23,4000000,3,247,1,0,0.2,0.0,0.2,3,88,9,48
Ă–mer Toprak,tr TUR,DF,30,3000000,10,715,0,0,0.3,0.0,0.3,5,473,10,73
Florian HĂĽbner,de GER,DF,28,1000000,11,850,0,0,1.1,0.4,1.1,5,278,15,97
Yoann Court,fr FRA,"FW,MF",29,1000000,23,1465,3,7,1.9,2.2,1.9,34,549,57,328
Ălvaro GonzĂˇlez,es ESP,DF,29,6000000,20,1628,0,0,1.0,0.5,1.0,13,849,18,82
Sergio Herrera,es ESP,GK,26,1000000,19,1655,0,0,0.0,0.1,0.0,0,612,0,3
Takashi Inui,jp JPN,"MF,FW",31,2000000,29,1960,2,3,3.9,1.6,3.9,38,591,28,413
Lorenzo Tonelli,it ITA,DF,29,2000000,9,702,0,0,0.3,0.0,0.3,6,368,17,72
Daniele Baselli,it ITA,MF,27,7000000,16,1278,0,2,0.7,1.0,0.7,7,724,48,329
Martin Aguirregabiria,es ESP,DF,23,4000000,31,2099,1,1,0.9,1.0,0.9,3,1014,50,248
Amadou Haidara,ml MLI,MF,21,15000000,19,756,0,1,0.8,2.6,0.8,18,558,32,168
Hugo Magnetti,fr FRA,MF,21,52500,8,236,0,0,0.2,0.2,0.2,6,161,15,81
Darko Churlinov,mk MKD,FW,19,67500,1,21,0,0,0.0,0.0,0.0,0,11,0,3
Marco HĂ¶ger,de GER,MF,29,1000000,15,676,0,0,0.0,0.1,0.0,1,418,10,167
Ĺ˝an Majer,si SVN,MF,27,1600000,27,1664,1,1,2.3,1.4,2.3,20,746,34,407
Calum Chambers,eng ENG,DF,24,14000000,14,1102,1,1,0.7,0.7,0.7,12,865,25,143
Morgan Sanson,fr FRA,MF,24,22000000,27,2173,5,4,3.2,3.1,3.2,38,907,64,719
Federico Peluso,it ITA,DF,35,40000,23,1513,0,2,0.8,0.1,0.8,8,987,25,126
Leonardo Balerdi,ar ARG,"DF,MF",20,7000000,7,133,0,0,0.0,0.0,0.0,0,128,2,18
AurĂ©lien TchouamĂ©ni,fr FRA,MF,19,15000000,3,65,0,0,0.1,0.0,0.1,2,24,0,9
Bryan Dabo,bf BFA,MF,27,2000000,16,1122,1,4,0.7,0.8,0.7,8,578,28,212
Antonio Candreva,it ITA,DF,32,5000000,32,1993,5,7,2.4,5.5,2.4,43,1371,19,198
Aaron Wan-Bissaka,eng ENG,DF,21,32000000,35,3070,0,4,0.9,2.9,0.9,9,2064,138,611
Naldo,br BRA,DF,30,1500000,18,1332,0,1,0.3,0.0,0.3,7,658,24,117
Mattia Sprocati,it ITA,FW,26,1000000,20,590,1,0,1.1,0.2,1.1,14,207,4,92
Abdoulaye TourĂ©,fr FRA,MF,25,8000000,27,2221,3,0,3.0,0.8,1.5,33,1339,36,405
Jasmin KurtiÄ‡,si SVN,"MF,FW",30,3500000,20,1664,2,1,0.8,1.7,0.8,24,810,37,333
TimothĂ©e Kolodziejczak,fr FRA,DF,27,4000000,15,1305,0,0,0.1,0.2,0.1,3,721,17,158
Sacha Boey,fr FRA,DF,18,1000000,5,172,0,0,0.1,0.1,0.1,1,81,7,40
Neal Maupay,fr FRA,FW,22,17000000,37,2766,10,3,11.6,2.4,10.1,90,688,28,703
Artur IoniČ›Ä,md MDA,MF,28,2500000,34,1897,0,2,0.9,0.7,0.9,18,708,36,367
Callum Wilson,eng ENG,FW,27,24000000,35,2908,8,1,10.0,3.1,10.0,54,535,15,770
Charlie Daniels,eng ENG,DF,32,1000000,2,126,0,0,0.0,0.1,0.0,0,49,1,26
Timo Becker,de GER,"DF,MF",22,65000,10,336,0,0,0.2,0.2,0.2,5,150,14,66
Florian Miguel,fr FRA,DF,22,1000000,24,2056,1,0,1.3,0.9,1.3,17,954,53,247
Ben Foster,eng ENG,GK,36,1000000,38,3420,0,0,0.1,0.0,0.1,1,1201,0,9
Marwin Hitz,ch SUI,GK,31,2000000,4,290,0,0,0.0,0.0,0.0,0,100,0,0
Coke,es ESP,DF,32,1000000,17,989,1,0,0.6,0.4,0.6,8,577,25,120
Souleyman Doumbia,ci CIV,DF,22,1000000,5,450,0,1,0.0,0.3,0.0,0,48,2,12
Robin Koch,de GER,"DF,MF",23,14000000,32,2705,1,0,2.6,1.5,2.6,32,1466,41,270
Julian Ryerson,no NOR,DF,21,40000,14,368,0,0,0.7,0.1,0.7,2,179,8,64
Leon Bailey,jm JAM,"FW,MF",21,29000000,22,1090,5,3,4.2,2.6,4.2,31,481,9,171
Michael Gregoritsch,at AUT,"MF,FW",25,5000000,6,303,0,0,0.2,0.3,0.2,4,97,4,65
RubĂ©n Pardo,es ESP,MF,26,2000000,6,188,1,0,0.2,0.1,0.2,2,112,3,31
Dennis Jastrzembski,pl POL,"DF,MF",19,45000,6,177,0,0,0.2,0.2,0.2,2,53,3,39
Oriol Romeu,es ESP,MF,27,8000000,30,1860,0,0,0.3,1.3,0.3,9,1038,56,441
Adam Masina,it ITA,DF,25,5000000,26,1821,1,0,0.7,0.6,0.7,15,934,40,263
Abdul Majeed Waris,gh GHA,FW,27,2500000,7,371,2,1,1.8,0.7,1.8,7,89,9,49
Mathieu Goncalves,fr FRA,DF,18,600,4,314,0,0,0.0,0.0,0.0,0,141,7,51
VĂ­ctor Laguardia,es ESP,DF,29,7000000,31,2654,1,2,0.8,0.9,0.8,8,1026,25,214
Rodrygo,br BRA,FW,18,45000000,19,1019,2,0,2.6,1.0,2.6,16,511,5,182
Ben Zolinski,de GER,"FW,MF",27,72500,28,1210,3,2,2.9,1.9,2.7,19,364,16,378
Charles,br BRA,FW,35,500,30,1301,6,0,4.5,0.8,3.0,23,346,13,228
ClĂ©ment Lenglet,fr FRA,DF,24,48000000,28,2424,2,1,0.9,0.5,0.9,10,2147,50,282
Sofiane Alakouch,fr FRA,DF,21,3000000,17,1400,0,0,0.6,1.1,0.6,10,810,49,250
Jordon Ibe,eng ENG,DF,23,4000000,2,50,0,0,0.0,0.0,0.0,0,22,3,11
Gelson Martins,pt POR,"DF,FW",24,20000000,21,1674,4,1,5.5,4.1,5.5,28,784,31,269
Gil BastiĂŁo Dias,pt POR,"DF,MF",22,3200000,12,356,0,1,0.2,0.4,0.2,6,138,19,95
Justin Kluivert,nl NED,FW,20,22000000,22,1514,4,1,2.9,1.1,2.9,34,483,19,259
Mehdi Bourabia,ma MAR,MF,27,2000000,17,925,1,2,0.3,0.6,0.3,10,758,27,182
James Maddison,eng ENG,MF,22,48000000,31,2624,6,3,4.9,7.4,4.9,74,1674,56,629
RaphaĂ«l Varane,fr FRA,DF,26,64000000,32,2822,3,1,0.7,0.5,0.7,10,1668,33,223
Daichi Kamada,jp JPN,"MF,FW",22,8000000,28,1969,2,4,5.7,3.1,5.7,48,773,29,457
Eddy GnahorĂ©,fr FRA,MF,25,2000000,17,1133,0,0,0.7,0.4,0.7,8,726,27,276
Francesco Cassata,it ITA,MF,22,2000000,24,1458,2,0,1.3,1.4,1.3,13,654,23,352
Joseph Aidoo,gh GHA,DF,23,6000000,32,2502,0,1,0.8,0.8,0.8,10,1223,40,304
Oliver Norwood,nir NIR,MF,28,6000000,38,3090,1,1,1.4,4.2,0.7,16,2148,75,584
Jean-Philippe Mateta,fr FRA,FW,22,17000000,18,1053,3,1,6.3,0.4,5.7,34,204,6,173
Senad LuliÄ‡,ba BIH,DF,33,2500000,20,1573,0,2,1.1,2.4,1.1,16,864,34,290
Philipp Pentke,de GER,GK,34,30000,4,360,0,0,0.0,0.0,0.0,0,162,0,2
Pablo,br BRA,DF,28,8000000,25,2173,4,0,1.6,0.1,1.6,17,1488,36,164
Muzinga Ngonda,cd COD,DF,25,400,6,540,0,0,0.0,0.0,0.0,0,333,15,59
Raoul Bellanova,it ITA,DF,19,90000,1,62,0,0,0.0,0.0,0.0,0,29,2,11
Matteo Pessina,it ITA,"MF,FW",22,6000000,35,2489,7,0,4.8,1.3,4.8,32,1346,44,439
Martin Terrier,fr FRA,"FW,MF",22,10000000,23,1198,1,2,2.0,1.3,2.0,17,440,21,298
Diadie SamassĂ©kou,ml MLI,MF,23,14000000,21,1310,0,1,0.2,0.4,0.2,7,588,41,259
Alireza Jahanbakhsh,ir IRN,"FW,MF",25,6000000,10,311,2,0,0.5,0.0,0.5,11,140,7,51
Miquel Parera,es ESP,GK,23,30000,1,90,0,0,0.0,0.0,0.0,0,26,0,0
Koffi Djidji,ci CIV,DF,26,3000000,17,851,0,0,0.0,0.1,0.0,0,395,29,169
Diego Laxalt,uy URU,DF,26,5000000,4,172,0,0,0.0,0.1,0.0,1,119,4,24
ToĂ±o,es ESP,DF,29,800,20,1589,0,2,0.2,1.6,0.2,3,914,28,175
Felice D'Amico,it ITA,MF,18,25000,2,3,0,0,0.0,0.0,0.0,1,5,2,5
Ante RebiÄ‡,hr CRO,FW,25,32000000,26,1395,11,3,6.7,3.0,6.7,2,18,0,18
Benjamin Corgnet,fr FRA,MF,32,40000,6,261,0,0,0.6,0.0,0.6,4,80,4,49
Borja Mayoral,es ESP,FW,22,3000000,34,2140,8,2,7.7,2.6,7.7,45,561,9,322
Nabil Bentaleb,dz ALG,MF,24,4000000,12,751,0,0,0.1,0.2,0.1,4,404,30,177
Jorge MiramĂłn,es ESP,DF,30,2000000,32,2432,0,3,0.2,2.2,0.2,9,1263,63,303
Rodrigo,es ESP,FW,28,30000000,27,1880,4,7,5.7,4.4,5.7,39,632,11,327
Pierre-Emerick Aubameyang,ga GAB,FW,30,56000000,36,3136,22,3,15.8,2.9,14.3,90,888,39,573
NehuĂ©n Paz,ar ARG,DF,26,32500,13,844,0,0,0.2,0.0,0.2,4,443,10,102
Federico Ceccherini,it ITA,DF,27,2000000,15,835,0,0,0.2,0.0,0.2,4,395,12,63
Thilo Kehrer,de GER,DF,22,28000000,7,480,1,0,0.3,0.3,0.3,4,402,10,53
Issa Diop,fr FRA,DF,22,25000000,32,2766,3,1,1.6,0.9,1.6,15,948,32,243
Jeison Murillo,co COL,DF,27,6000000,10,666,0,0,0.0,0.1,0.0,9,700,37,152
Indiana Vassilev,us USA,"FW,MF",18,25000,4,51,0,0,0.0,0.0,0.0,1,11,1,24
Jony,es ESP,DF,28,5000000,24,1177,0,1,0.4,1.1,0.4,10,640,17,177
Maxime Gonalons,fr FRA,MF,30,2000000,19,1506,0,0,0.2,0.5,0.2,6,579,61,421
Domingos Duarte,pt POR,DF,24,4000000,36,3087,3,1,1.2,0.1,1.2,10,1218,35,208
Igor,br BRA,DF,21,5000000,9,611,0,0,0.0,0.0,0.0,1,342,13,92
Denis Zakaria,ch SUI,MF,22,36000000,23,1947,2,2,1.5,0.9,1.5,23,908,71,373
Ryan Bennett,eng ENG,DF,29,4000000,5,331,0,0,0.0,0.0,0.0,0,221,5,35
Ashley Westwood,eng ENG,MF,29,5000000,35,3150,2,6,1.2,5.0,1.2,13,1854,48,608
Lukas Nmecha,de GER,"MF,FW",20,3000000,6,131,0,0,0.5,0.1,0.5,3,37,0,31
Alaixys Romao,tg TOG,MF,35,32500,22,1781,0,0,0.8,1.0,0.8,12,979,59,375
Diego Llorente,es ESP,DF,25,20000000,29,2327,1,1,1.0,0.2,1.0,10,1598,32,205
Ălex AlegrĂ­a,es ESP,FW,26,600,6,109,0,0,0.0,0.0,0.0,0,35,1,21
CristiĂˇn Zapata,co COL,DF,32,1000000,20,1718,1,0,0.7,0.7,0.7,12,874,33,215
Pedro,br BRA,FW,22,12000000,4,63,0,0,0.4,0.0,0.4,23,331,17,152
Jarrod Bowen,eng ENG,FW,22,16000000,13,917,1,4,1.7,2.2,1.7,24,276,19,174
Hirving Lozano,mx MEX,FW,24,28000000,26,1025,4,1,4.1,2.1,4.1,34,352,10,283
Alberto Paloschi,it ITA,FW,29,1000000,10,438,0,0,1.7,0.2,1.7,10,67,1,92
Sebastian Andersson,se SWE,FW,28,4000000,33,2682,12,1,12.2,1.5,10.7,61,795,18,579
Ben Osborn,eng ENG,"MF,DF",24,2000000,13,594,0,0,0.3,0.8,0.3,3,259,18,163
Yassine Benzia,dz ALG,MF,24,1000000,3,173,0,0,0.1,0.4,0.1,4,81,3,52
Ibai GĂłmez,es ESP,FW,29,3000000,17,695,0,0,1.3,1.5,1.3,14,319,5,75
Juan Ferney Otero,co COL,"FW,MF",24,2000000,18,1202,1,2,1.5,2.0,1.5,18,362,15,270
Dimitri Foulquier,fr FRA,"MF,DF",26,2000000,3,59,0,0,0.0,0.0,0.0,0,13,1,18
Sergi Enrich,es ESP,FW,29,2000000,30,1865,1,4,2.6,1.4,2.6,30,527,21,446
Pablo MarĂ­,es ESP,DF,25,4000000,2,113,0,0,0.0,0.0,0.0,0,91,3,11
Ă“scar RodrĂ­guez Arnaiz,es ESP,"MF,FW",21,15000000,30,1914,9,2,4.6,2.9,3.1,58,804,20,356
Ludovic Ajorque,re REU,FW,25,6000000,26,2058,8,4,6.2,3.0,5.4,44,509,18,280
Sven Michel,de GER,FW,29,1000000,29,1376,5,1,5.9,1.4,5.9,43,371,17,349
Romario Benzar,ro ROU,DF,27,1000000,3,97,0,0,0.0,0.1,0.0,0,69,2,10
Takumi Minamino,jp JPN,"FW,MF",24,10000000,10,249,0,0,1.4,0.0,1.4,9,111,4,63
Daniel Baier,de GER,MF,35,40000,23,1941,1,0,0.5,0.4,0.5,16,884,35,318
Luca Ceppitelli,it ITA,DF,29,2000000,16,1246,2,0,0.4,0.1,0.4,5,505,20,100
Kalidou Koulibaly,sn SEN,DF,28,56000000,25,2105,0,0,0.9,0.5,0.9,15,1651,61,248
Nick Pope,eng ENG,GK,27,12000000,38,3420,0,0,0.0,0.6,0.0,0,1180,0,5
Jules KoundĂ©,fr FRA,DF,20,22000000,29,2309,1,1,1.9,0.5,1.9,22,1489,24,187
Marquinhos,br BRA,"MF,DF",25,70000000,19,1476,3,1,1.8,0.5,1.8,11,1294,43,293
Xisco Campos,es ESP,DF,37,10000,9,473,0,1,0.1,0.1,0.1,4,198,7,63
Christoph Kramer,de GER,MF,28,7000000,22,1464,0,0,0.4,0.4,0.4,10,935,43,386
Ignacio Pussetto,ar ARG,"FW,DF",23,6000000,12,341,1,0,0.7,0.8,0.7,0,31,6,38
Arnaud Nordin,fr FRA,FW,21,4000000,18,908,1,0,1.0,0.8,1.0,13,276,5,171
Andrea Conti,it ITA,DF,25,12000000,23,1725,0,2,0.0,1.5,0.0,1,1060,53,335
Jonny Evans,nir NIR,DF,31,12000000,38,3383,1,1,2.6,0.6,2.6,24,2372,48,278
Ederson,br BRA,GK,25,56000000,35,3071,0,0,0.0,0.1,0.0,0,1063,1,7
Enda Stevens,ie IRL,DF,29,5000000,38,3345,2,4,1.2,4.7,1.2,22,1895,76,606
Elif Elmas,mk MKD,MF,19,18000000,26,1134,1,1,1.9,0.9,1.9,23,685,16,250
Sabin Merino,es ESP,FW,27,80000,2,78,0,0,0.0,0.0,0.0,0,21,0,10
LĂ©o Duarte,br BRA,DF,23,6000000,6,405,0,0,0.3,0.0,0.3,3,195,5,53
Andrea Danzi,it ITA,MF,20,45000,1,1,0,0,0.0,0.0,0.0,0,1,0,1
Kevin Trapp,de GER,GK,29,8000000,22,1980,0,0,0.0,0.0,0.0,0,939,0,4
Philipp Max,de GER,DF,25,13000000,31,2706,8,6,4.0,5.3,3.2,35,1426,38,395
Gelson Fernandes,ch SUI,MF,32,1000000,11,775,0,0,0.0,0.0,0.0,0,254,35,228
Pedro Neto,pt POR,"FW,MF",19,11000000,29,939,3,3,2.0,2.3,2.0,17,397,11,239
Marco Calderoni,it ITA,DF,30,80000,26,2064,3,2,0.7,2.2,0.7,23,1122,45,347
Alessandro Murgia,it ITA,MF,22,2000000,25,1750,0,1,2.1,2.1,2.1,25,849,31,415
Dimitris Siovas,gr GRE,DF,30,3000000,24,1918,0,0,0.9,0.1,0.9,13,834,40,194
Borja Valero,es ESP,MF,34,1000000,19,931,2,0,1.5,1.3,1.5,11,538,15,192
Omar Mascarell,es ESP,MF,26,11000000,23,2026,0,1,0.4,1.0,0.4,10,1279,66,444
Alexis SĂˇnchez,cl CHI,FW,30,16000000,22,923,4,8,4.3,3.3,3.6,21,410,9,208
Fabio Lucioni,it ITA,DF,31,72500,36,3132,3,0,1.7,0.0,1.7,14,1570,40,255
Renaud Cohade,fr FRA,MF,34,40000,12,764,1,0,0.4,0.5,0.4,8,584,30,269
Munir El Haddadi,es ESP,FW,23,10000000,21,1250,5,2,3.1,1.3,3.1,44,454,27,213
Ivan RadovanoviÄ‡,rs SRB,MF,30,1900000,19,1318,0,1,0.8,0.6,0.8,16,797,28,237
Pierluigi Gollini,it ITA,GK,24,13000000,33,2884,0,0,0.0,0.0,0.0,0,968,0,8
Jack Wilshere,eng ENG,MF,27,4000000,8,215,0,0,0.0,0.0,0.0,0,73,1,63
Lucas HĂ¶ler,de GER,"FW,MF",25,3000000,34,2485,8,2,8.5,2.1,7.7,50,647,37,644
Kike,es ESP,FW,29,2400000,27,1767,5,1,6.0,0.8,6.0,57,487,11,323
Karl Toko Ekambi,cm CMR,FW,26,14000000,18,993,6,2,7.0,1.1,7.0,39,230,4,177
NĂ©lson Semedo,pt POR,DF,25,32000000,32,2097,1,2,1.0,2.2,1.0,8,1663,54,295
Baptiste Santamaria,fr FRA,MF,24,7000000,28,2505,1,1,1.2,0.9,1.2,38,1340,93,632
Diego Rico,es ESP,DF,26,8000000,27,2332,0,4,0.3,2.9,0.3,11,1483,65,406
Kyle Walker-Peters,eng ENG,DF,22,8000000,10,703,0,0,0.1,0.5,0.1,2,436,14,98
Jordi Masip,es ESP,GK,30,4000000,35,3150,0,0,0.0,0.0,0.0,0,1054,0,4
Jack Simpson,eng ENG,DF,22,1000000,4,241,0,0,0.0,0.0,0.0,1,100,5,32
Ji Dong-won,kr KOR,FW,28,1000000,4,102,0,0,0.0,0.0,0.0,0,23,0,19
Victor Wanyama,ke KEN,MF,28,6000000,2,25,0,0,0.0,0.0,0.0,0,19,1,6
Stefan Ilsanker,at AUT,DF,30,2000000,6,418,0,0,0.7,0.1,0.7,6,362,3,44
Jordan Ayew,gh GHA,"FW,MF",27,6000000,37,3148,9,2,6.5,1.9,6.5,56,838,54,1018
Vasco Regini,it ITA,DF,28,72500,3,174,0,0,0.0,0.0,0.0,0,65,4,26
Cheikh Niasse,sn SEN,MF,19,15000,1,15,0,0,0.0,0.0,0.0,0,9,0,5
Uwe HĂĽnemeier,de GER,DF,33,32500,16,1209,1,0,1.4,0.2,0.6,10,803,24,129
Iago Falque,es ESP,MF,29,6000000,10,519,2,1,3.1,0.9,0.8,12,313,3,57
Rade KruniÄ‡,ba BIH,MF,25,6500000,15,537,0,1,0.4,1.1,0.4,6,236,17,116
Fousseni DiabatĂ©,ml MLI,"FW,MF",23,2000000,20,1190,1,3,0.8,1.8,0.8,7,482,18,378
Kevin Danso,at AUT,DF,20,6000000,6,277,0,1,0.1,0.2,0.1,1,159,8,41
Stefano Turati,it ITA,GK,0,30000,2,180,0,0,0.0,0.0,0.0,0,51,0,0
Declan Rice,eng ENG,MF,20,49000000,38,3420,1,3,1.1,1.5,1.1,30,1717,122,819
Mattia Zaccagni,it ITA,"FW,MF",24,5000000,34,2114,2,5,3.5,3.0,3.5,27,790,19,365
Youssouf Fofana,fr FRA,MF,20,11000000,7,610,0,2,0.3,0.6,0.3,15,443,23,235
Lasse Sobiech,de GER,DF,28,95000,1,90,0,0,0.0,0.0,0.0,0,39,1,15
Luca Siligardi,it ITA,"FW,MF",31,55000,12,337,0,1,0.7,0.1,0.7,11,151,7,73
Paco AlcĂˇcer,es ESP,FW,25,28000000,11,530,5,1,3.8,1.0,3.8,15,112,2,88
Danny da Costa,de GER,"DF,MF",26,8000000,19,1389,1,4,1.3,3.7,1.3,16,626,32,230
Jhon Chancellor,ve VEN,DF,27,1000000,26,2244,3,0,2.0,0.0,2.0,13,849,28,229
Jonas Hofmann,de GER,"MF,FW",27,7000000,24,1633,5,3,5.0,4.0,5.0,23,882,40,484
Marcus Coco,fr FRA,FW,23,2000000,1,14,0,0,0.0,0.0,0.0,0,3,1,2
Pol Lirola,es ESP,DF,21,9000000,35,2648,0,2,1.5,2.7,1.5,23,1311,31,244
Joel Ward,eng ENG,DF,29,3200000,29,2382,0,0,0.3,0.2,0.3,5,1260,67,318
Frederic Guilbert,fr FRA,DF,24,7000000,25,2041,0,2,0.4,1.5,0.4,8,1026,82,416
Daniele Gastaldello,it ITA,DF,36,30000,8,389,0,0,0.0,0.0,0.0,1,145,9,42
Kevin Denkey,tg TOG,FW,18,2500000,17,603,3,1,1.6,0.4,1.6,20,149,11,135
Carlos SĂˇnchez,co COL,"MF,DF",33,1000000,6,117,0,0,0.0,0.0,0.0,0,55,2,26
Ainsley Maitland-Niles,eng ENG,DF,21,14000000,20,1386,0,2,0.3,1.5,0.3,4,999,41,297
Miguel Trauco,pe PER,DF,26,1000000,19,1476,1,2,0.6,0.9,0.6,11,841,37,241
Fernando Calero,es ESP,DF,23,4000000,15,1043,0,0,0.0,0.0,0.0,0,577,14,102
Moussa KonĂ©,sn SEN,FW,22,2000000,5,140,2,0,1.2,0.1,1.2,7,22,2,24
JosĂ© Luis RodrĂ­guez,pa PAN,FW,21,45000,1,22,0,0,0.0,0.0,0.0,1,5,0,12
Javi MartĂ­nez,es ESP,"DF,MF",30,20000,16,675,0,0,0.2,0.0,0.2,1,580,13,89
MatĂ­as Vecino,uy URU,MF,27,18000000,20,1282,2,2,3.1,1.2,3.1,28,542,28,271
Unai Bustinza,es ESP,DF,27,3000000,33,2684,0,1,0.4,1.4,0.4,7,1287,76,374
James Garner,eng ENG,MF,18,2000000,1,9,0,0,0.0,0.0,0.0,0,15,0,2
Miguel,es ESP,FW,19,300,7,232,0,0,0.0,0.6,0.0,2,43,2,50
MĂ­chel,es ESP,MF,31,1500000,29,2178,1,2,1.2,2.2,0.5,11,1404,47,525
Seko Fofana,ci CIV,MF,24,9000000,32,2249,3,7,2.7,4.4,2.7,46,1078,21,378
Wissam Ben Yedder,fr FRA,FW,28,40000000,26,2164,18,4,13.1,7.1,10.9,63,812,19,456
Jacopo Sala,it ITA,DF,27,1000000,16,853,0,0,0.5,0.2,0.5,14,471,24,162
Kostas Manolas,gr GRE,DF,28,32000000,26,2176,4,0,1.7,0.1,1.7,17,1476,34,158
Yannik Keitel,de GER,MF,19,45000,3,174,0,0,0.1,0.1,0.1,2,63,2,41
Dean Henderson,eng ENG,GK,22,14000000,36,3240,0,0,0.1,0.0,0.1,1,1035,0,1
Amath,sn SEN,MF,23,2000000,7,66,0,0,0.0,0.0,0.0,0,17,2,36
Dwight McNeil,eng ENG,MF,19,18000000,38,3338,2,6,2.1,6.6,2.1,48,1277,55,734
Christoph Zimmermann,de GER,DF,26,2000000,17,1430,0,1,0.3,0.1,0.3,6,609,31,123
Musa Juwara,gm GAM,"FW,MF",17,80000,7,153,1,0,0.3,0.2,0.3,5,80,3,34
Paolo FaragĂ˛,it ITA,DF,26,4000000,21,1343,1,1,1.5,0.7,1.5,13,882,48,251
Thiago Mendes,br BRA,MF,27,16000000,22,1812,0,6,1.2,1.6,1.2,26,1199,47,397
Maximilian Beier,de GER,FW,16,30000,6,109,0,0,1.4,0.1,1.4,6,22,4,37
Ă“scar Plano,es ESP,MF,28,3000000,36,2505,4,2,4.3,2.7,4.3,40,740,51,426
Mario VranÄŤiÄ‡,ba BIH,MF,30,1500000,20,636,1,0,1.7,1.1,1.7,14,432,28,132
Kike Barja,es ESP,"MF,FW",22,80000,8,313,0,1,0.5,1.0,0.5,6,89,1,48
Franck Honorat,fr FRA,"FW,DF",22,1000000,12,849,0,3,0.1,2.4,0.1,5,391,20,194
Toma BaĹˇiÄ‡,hr CRO,MF,22,7000000,15,991,1,3,0.9,2.9,0.9,17,580,33,274
Tom Cleverley,eng ENG,MF,29,4000000,18,971,1,0,1.6,0.5,1.6,17,469,27,293
Harvey Elliot,eng ENG,DF,16,4000000,2,8,0,0,0.0,0.0,0.0,0,15,0,0
Romain Philippoteaux,fr FRA,"FW,MF",31,80000,27,1994,5,2,2.6,1.4,2.6,31,626,24,380
Juan HernĂˇndez,es ESP,"FW,MF",24,65000,5,87,0,0,0.0,0.3,0.0,1,23,0,16
Wilfred Ndidi,ng NGA,MF,22,36000000,32,2674,2,1,1.9,0.4,1.9,27,1648,125,743
Jeffrey Bruma,nl NED,DF,27,3000000,9,810,0,0,1.2,0.0,1.2,9,306,7,93
Alan Empereur,br BRA,DF,25,40000,13,855,0,0,0.0,0.0,0.0,2,467,20,100
Kenny McLean,sco SCO,MF,27,3000000,37,2968,1,1,1.5,2.2,1.5,30,1689,48,590
Jeremy Toljan,de GER,DF,24,3000000,29,2186,1,2,0.8,2.5,0.8,8,1493,38,342
Jordan Torunarigha,de GER,DF,21,6000000,18,1462,1,1,0.5,0.4,0.5,2,813,31,215
Aaron Ramsey,wal WAL,MF,28,28000000,24,1051,3,1,2.7,1.6,2.7,27,746,28,229
Harry Winks,eng ENG,MF,23,32000000,31,2221,0,0,0.5,1.1,0.5,14,1656,42,435
Arne Maier,de GER,MF,20,15000000,14,535,0,0,0.2,0.6,0.2,6,324,8,127
Lorenzo Insigne,it ITA,"FW,MF",28,48000000,37,2810,8,6,12.9,7.1,9.1,116,1784,31,423
Mario PaĹˇaliÄ‡,hr CRO,"MF,FW",24,25000000,35,2417,9,5,10.1,3.0,10.0,59,1446,44,532
Reece James,eng ENG,DF,19,22000000,24,1515,0,2,0.7,3.2,0.7,18,1268,42,271
Boubacar Kamara,fr FRA,"DF,MF",19,27000000,24,2139,1,2,0.5,0.4,0.5,15,1280,76,355
Anaitz Arbilla,es ESP,DF,32,1000000,24,2007,1,0,0.7,0.1,0.7,14,1169,33,162
Marc Albrighton,eng ENG,"MF,DF",29,8000000,20,867,0,3,0.6,2.0,0.6,10,507,23,191
Vitorino Antunes,pt POR,MF,32,1000000,1,6,0,0,0.0,0.0,0.0,0,1,0,2
JĂłhann Berg GuĂ°mundsson,is ISL,MF,28,6500000,12,621,1,1,1.1,0.8,1.1,11,192,7,105
Lucas Olaza,uy URU,DF,25,3000000,35,3144,1,3,0.8,3.7,0.8,19,2012,64,379
Manuel Lazzari,it ITA,DF,25,14000000,32,2548,0,3,1.4,3.5,1.4,16,1067,20,243
Kingsley Schindler,de GER,"FW,MF",26,1000000,13,849,0,2,1.0,0.8,1.0,14,248,5,205
Luca Cigarini,it ITA,MF,33,80000,22,1598,0,4,0.3,3.0,0.3,7,1228,37,256
Dawid Kownacki,pl POL,"FW,MF",22,4000000,20,1093,0,0,2.0,0.6,2.0,27,311,16,226
Francesco Vicari,it ITA,DF,24,4000000,34,2898,0,0,0.2,0.2,0.2,9,1264,30,231
Percy Prado,pe PER,DF,23,30000,3,185,0,0,0.0,0.0,0.0,0,106,6,42
Oliver Baumann,de GER,GK,29,5000000,30,2700,0,0,0.0,0.1,0.0,0,1303,0,3
Isco,es ESP,"FW,MF",27,20000000,23,1181,1,2,1.5,2.1,1.5,23,856,14,195
Čtefan Radu,ro ROU,DF,32,4000000,29,2306,1,0,0.2,0.7,0.2,5,1371,51,256
Kiko Olivas,es ESP,DF,30,2000000,35,2943,2,0,1.6,0.2,1.6,10,1271,40,253
